rank,asc,slots,risk,gross,n,cagr,dd,dd_intraday,final_x,wiped
ret126,True,2,0.3,4.0,109,-0.04529294151735286,-0.9415717357317622,-0.943122415593251,0.5090976855352602,False
ret126,True,3,0.05,1.0,197,0.01903944646194744,-0.5423504188844315,-0.5492818632572833,1.3161483718449012,False
ret126,True,3,0.05,2.0,171,0.005710659675548069,-0.7825352465225299,-0.7925067899478043,1.0864779755327738,False
ret126,True,3,0.05,3.0,181,-0.16633671041208842,-0.9752409334063079,-0.9752290984199139,0.07066433706270356,True
ret126,True,3,0.05,4.0,186,-0.20113347462590303,-0.984676454500623,-0.984664018737529,0.037975312101597866,True
ret126,True,3,0.1,1.0,197,0.01903944646194744,-0.5423504188844315,-0.5492818632572833,1.3161483718449012,False
ret126,True,3,0.1,2.0,162,-0.15319133257663642,-0.9643082589508397,-0.9641316487061286,0.0887495931765309,True
ret126,True,3,0.1,3.0,172,-0.17004463212386034,-0.9799363672806155,-0.980652465514899,0.06622204987643787,True
ret126,True,3,0.1,4.0,167,-0.3202215352974149,-0.9989776501330946,-0.9990389733852197,0.0036171775453798655,True
ret126,True,3,0.2,1.0,197,0.01903944646194744,-0.5423504188844315,-0.5492818632572833,1.3161483718449012,False
ret126,True,3,0.2,2.0,162,-0.15319133257663642,-0.9643082589508397,-0.9641316487061286,0.0887495931765309,True
ret126,True,3,0.2,3.0,172,-0.17004463212386034,-0.9799363672806155,-0.980652465514899,0.06622204987643787,True
ret126,True,3,0.2,4.0,177,-0.2440069479498761,-0.9966106186600843,-0.9965931592453703,0.017004635691430625,True
ret126,True,3,0.3,1.0,197,0.01903944646194744,-0.5423504188844315,-0.5492818632572833,1.3161483718449012,False
ret126,True,3,0.3,2.0,162,-0.15319133257663642,-0.9643082589508397,-0.9641316487061286,0.0887495931765309,True
ret126,True,3,0.3,3.0,172,-0.17004463212386034,-0.9799363672806155,-0.980652465514899,0.06622204987643787,True
ret126,True,3,0.3,4.0,177,-0.2440069479498761,-0.9966106186600843,-0.9965931592453703,0.017004635691430625,True
ret126,True,5,0.05,1.0,256,0.04597293735677965,-0.5273625540148126,-0.5292563052806238,1.924520203708742,False
ret126,True,5,0.05,2.0,261,0.035645422292556406,-0.7274920399236613,-0.7254222428359971,1.6655401026954666,False
ret126,True,5,0.05,3.0,243,-0.0632829197479472,-0.9834419736617617,-0.9836662718007669,0.38589266332548977,True
ret126,True,5,0.05,4.0,255,0.011118941579306263,-0.893190605353921,-0.8974492263315813,1.1747527621135259,False
ret126,True,5,0.1,1.0,256,0.04597293735677965,-0.5273625540148126,-0.5292563052806238,1.924520203708742,False
ret126,True,5,0.1,2.0,261,0.035645422292556406,-0.7274920399236613,-0.7254222428359971,1.6655401026954666,False
ret126,True,5,0.1,3.0,262,-0.08624626122693879,-0.965236987893581,-0.9657141108909989,0.26882055466552224,False
ret126,True,5,0.1,4.0,255,-0.30668012943848777,-0.999557464582454,-0.9995834902124286,0.004821035442935746,True
ret126,True,5,0.2,1.0,256,0.04597293735677965,-0.5273625540148126,-0.5292563052806238,1.924520203708742,False
ret126,True,5,0.2,2.0,261,0.035645422292556406,-0.7274920399236613,-0.7254222428359971,1.6655401026954666,False
ret126,True,5,0.2,3.0,262,-0.08624626122693879,-0.965236987893581,-0.9657141108909989,0.26882055466552224,False
ret126,True,5,0.2,4.0,255,-0.30668012943848777,-0.999557464582454,-0.9995834902124286,0.004821035442935746,True
ret126,True,5,0.3,1.0,256,0.04597293735677965,-0.5273625540148126,-0.5292563052806238,1.924520203708742,False
ret126,True,5,0.3,2.0,261,0.035645422292556406,-0.7274920399236613,-0.7254222428359971,1.6655401026954666,False
ret126,True,5,0.3,3.0,262,-0.08624626122693879,-0.965236987893581,-0.9657141108909989,0.26882055466552224,False
ret126,True,5,0.3,4.0,255,-0.30668012943848777,-0.999557464582454,-0.9995834902124286,0.004821035442935746,True
ret126,True,10,0.05,1.0,459,0.05792652303844403,-0.3831090668361564,-0.3764620237562011,2.2709281353721313,False
ret126,True,10,0.05,2.0,500,0.0033848181825630874,-0.8510025359068452,-0.8542305171927747,1.0504491834503633,False
